Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
4;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;M. Lisowa Mbaka;21;45;0,75;21,75;2;4;0,5;1;2;0,5;1;2;0,5;0;2;0;;;;;;;;5;0;4;4;3;2;0;0;0;4;4;5;6;33;M. Lisowa Mbaka
4;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;29;68;0,426470588;21;45;0,466666667;8;23;0,347826087;21;24;0,875;7;32;12;8;27;27;10;87;13;41;54;22;19;8;2;3;23;23;0;112;;TOTAUX EQUIPE
5;Championat de France;Exterieur;Victoire;Angers;;Starter;K. Smalls;27;3;0,05;27,05;6;8;0,75;5;5;1;1;3;0,333333333;2;2;1;;;;;;;;15;0;8;8;4;4;0;0;0;1;2;9;21;3;K. Smalls
5;Championat de France;Exterieur;Victoire;Angers;Capitaine;Starter;C. Heriaud;24;15;0,25;24,25;3;3;1;1;1;1;2;2;1;0;0;;;;;;;;;8;1;3;4;5;0;2;0;0;2;2;22;19;6;C. Heriaud(C)
5;Championat de France;Exterieur;Victoire;Angers;;Starter;K. Diaby;16;19;0,32;16,32;4;6;0,666666667;4;6;0,666666667;0;0;;0;0;;;;;;;;;8;1;1;2;3;2;0;0;0;3;2;11;9;22;K. Diaby
5;Championat de France;Exterieur;Victoire;Angers;;Starter;K. Burke;28;22;0,37;28,37;7;10;0,7;6;7;0,857142857;1;3;0,333333333;0;0;;;;;;;;;15;0;4;4;3;2;1;0;0;1;1;15;18;25;K. Burke
5;Championat de France;Exterieur;Victoire;Angers;;Starter;J. Salaun;28;29;0,48;28,48;5;7;0,714285714;2;3;0,666666667;3;4;0,75;3;3;1;;;;;;;;16;0;6;6;1;1;0;0;0;1;3;21;20;31;J. Salaun
5;Championat de France;Exterieur;Victoire;Angers;;Banc;S. Zellous;22;36;0,6;22,6;3;6;0,5;2;2;1;1;4;0,25;0;1;0;;;;;;;;7;0;3;3;1;2;0;0;0;1;2;8;5;1;S. Zellous
5;Championat de France;Exterieur;Victoire;Angers;;Banc;A. Gueye;14;18;0,3;14,3;0;4;0;0;4;0;0;0;;2;4;0,5;;;;;;;;2;1;2;3;0;2;0;0;3;4;3;8;-3;5;A. Gueye
5;Championat de France;Exterieur;Victoire;Angers;;Banc;M. Hirsch;21;1;0,02;21,02;5;9;0,555555556;3;6;0,5;2;3;0,666666667;1;2;0,5;;;;;;;;13;1;0;1;0;1;0;0;0;3;2;10;8;13;M. Hirsch
