Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
20;Championat de France;Domicile;Victoire;Charnay;;Banc;S. Macquet;13;50;0,83;13,83;1;3;0,333333333;1;2;0,5;0;1;0;3;4;0,75;;;;;;;;5;1;0;1;1;1;0;1;0;3;4;-4;4;13;S. Macquet
20;Championat de France;Domicile;Victoire;Charnay;;Banc;Y. Ewodo;19;29;0,48;19,48;5;11;0,454545455;5;9;0,555555556;0;2;0;1;1;1;;;;;;;;11;3;0;3;2;3;0;0;1;0;2;5;7;16;Y. Ewodo
20;Championat de France;Domicile;Victoire;Charnay;;Banc;L. Bussiere;17;3;0,05;17,05;2;8;0,25;1;1;1;1;7;0,142857143;0;0;;;;;;;;;5;4;2;6;4;0;1;0;0;0;0;14;10;28;L. Bussiere
20;Championat de France;Domicile;Victoire;Charnay;;Banc;TOTAUX EQUIPE;;;;;31;73;0,424657534;25;50;0,5;6;23;0,260869565;24;28;0,857142857;21;44;28;16;47;20;10;92;24;25;49;25;14;8;4;2;15;22;0;118;;TOTAUX EQUIPE
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;A. Peterson;10;16;0,27;10,27;1;1;1;1;1;1;0;0;;3;3;1;;;;;;;;5;0;1;1;2;1;0;0;0;4;1;-10;7;1;A. Peterson
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;S. Fuehring;18;27;0,45;18,45;3;10;0,3;2;6;0,333333333;1;4;0,25;4;5;0,8;;;;;;;;11;1;1;2;2;2;0;0;2;1;3;-7;5;3;S. Fuehring
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;A. Salvadores;30;9;0,15;30,15;6;9;0,666666667;6;8;0,75;0;1;0;0;1;0;;;;;;;;12;0;3;3;4;2;1;0;0;1;5;5;14;8;A. Salvadores
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;L. Geiselsoder;30;11;0,18;30,18;10;15;0,666666667;9;11;0,818181818;1;4;0,25;2;2;1;;;;;;;;23;1;8;9;3;1;0;0;0;4;1;-4;29;15;L. Geiselsoder
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Starter;K. Chery;27;14;0,23;27,23;1;3;0,333333333;1;3;0,333333333;0;0;;0;0;;;;;;;;;2;1;0;1;0;1;2;0;0;3;0;-8;2;97;K. Chery
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;M. Pardon;26;17;0,28;26,28;2;8;0,25;2;6;0,333333333;0;2;0;0;1;0;;;;;;;;4;0;4;4;10;1;0;0;1;1;1;4;10;5;M. Pardon
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;S. Macquet;6;51;0,85;6,85;2;2;1;2;2;1;0;0;;0;0;;;;;;;;;4;0;1;1;1;0;1;1;0;2;1;4;8;13;S. Macquet
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;Capitaine;Banc;M. Djaldi-Tabdi;20;46;0,77;20,77;4;7;0,571428571;3;5;0,6;1;2;0,5;2;2;1;;;;;;;;11;1;0;1;0;2;0;1;0;5;1;0;8;14;M. Djaldi-Tabdi(C)
21;Championat de France;Exterieur;Defaite;Villeneuve d'Ascq;;Banc;Y. Ewodo;24;12;0,2;24,2;3;7;0,428571429;1;2;0,5;2;5;0,4;1;2;0,5;;;;;;;;9;1;1;2;1;2;1;0;0;4;1;2;6;16;Y. Ewodo
